UserID,First Name,Last Name,Email,Country,City,Age,Gender,Marital Status,Education,Employment Status,Industry,Years of Experience,Annual Salary (USD),Device Used,Platform,Internet Usage Level,Preferred Language,Signed Up From,Date Joined,Last Active Date,Purchased,Subscription Type,Account Verified,Credit Score,Referral Used,Number of Logins,Cart Abandonment Rate (%),Loyalty Score,Customer Segment
U103189,Tyrone,Crawford,hmoore@example.net,Japan,New Lisa,47.0,Female,Single,Bachelor,Employed,Finance,21.0,106006.0,Mobile,macOS,Moderate,Hindi,Ad Campaign,2020-09-11,2025-06-12,No,Free,Yes,371.0,Yes,59.0,46.53,8.0,Budget
U103193,Becky,Hoffman,andrewdorsey@example.org,China,Lake Summerfort,62.0,Female,Divorced,PhD,Student,Education,10.0,144141.0,Tablet,Android,Moderate,Arabic,Direct,2020-06-28,2025-06-15,Yes,Free,No,470.0,No,200.0,67.94,8.0,Premium
U103196,Tricia,Smith,johnstonwilliam@example.org,Nigeria,Lake Megantown,59.0,Non-Binary,Single,High School,Student,Finance,24.0,197851.0,Desktop,Windows,Heavy,Mandarin,Ad Campaign,2024-02-03,2025-06-02,No,Premium,No,723.0,Yes,347.0,21.82,1.0,Budget
U103198,Christine,Maxwell,ulewis@example.com,South Korea,North Lucasburgh,63.0,Male,Divorced,PhD,Unemployed,Manufacturing,13.0,164906.0,Tablet,Linux,Heavy,English,Social Media,2023-12-04,2025-06-16,Yes,Enterprise,Yes,521.0,No,448.0,96.53,1.0,Premium
U103200,Brian,Decker,kelly52@example.net,Nigeria,Port Kathrynberg,68.0,Male,Single,Diploma,Student,Manufacturing,12.0,122665.0,Desktop,Windows,Light,Spanish,Direct,2020-11-03,2025-06-14,No,Premium,Yes,727.0,Yes,278.0,61.37,4.0,Premium
U103213,Jeffrey,Sims,catherine86@example.net,China,Port Natalie,56.0,Male,Married,PhD,Employed,Finance,19.0,129952.0,Desktop,macOS,Heavy,Arabic,Ad Campaign,2022-07-13,2025-05-31,No,Premium,Yes,635.0,No,240.0,41.97,9.0,Premium
U103214,Ashley,Mclean,michaellam@example.com,Mexico,Maxberg,56.0,Female,Married,Bachelor,Employed,Education,32.0,128670.0,Mobile,Android,Light,Arabic,Email,2020-11-04,2025-06-21,No,Premium,No,519.0,No,364.0,86.38,4.0,Premium
U103222,Brent,Mendez,trevinosherri@example.net,Egypt,Garrettmouth,63.0,Female,Single,Diploma,Unemployed,Retail,3.0,189938.0,Desktop,Linux,Light,Portuguese,Email,2021-01-11,2025-06-10,Yes,Free,No,603.0,Yes,492.0,4.97,5.0,Premium
U103223,Teresa,Estrada,burgessnicole@example.com,South Korea,North Paul,61.0,Female,Single,High School,Self-Employed,Healthcare,22.0,142611.0,Tablet,Linux,Light,Hindi,Email,2023-01-13,2025-06-03,No,Enterprise,No,572.0,Yes,17.0,17.84,6.0,Premium
U103224,Jeff,Wright,christopher29@example.org,South Korea,South Robertfort,48.0,Female,Divorced,Bachelor,Employed,Finance,20.0,153921.0,Mobile,Linux,Moderate,Hindi,Ad Campaign,2025-02-05,2025-06-10,Yes,Basic,Yes,711.0,Yes,9.0,9.34,9.0,Budget
U103232,Patrick,Brown,gjoyce@example.org,UK,Fisherport,61.0,Female,Widowed,PhD,Self-Employed,Manufacturing,13.0,165531.0,Mobile,Windows,Heavy,Portuguese,Direct,2025-04-01,2025-06-12,Yes,Free,No,812.0,No,399.0,17.84,9.0,Mid-tier
U103233,Amanda,Sanchez,walterjonathan@example.org,Mexico,Kaitlinborough,59.0,Non-Binary,Widowed,Bachelor,Student,IT,11.0,108270.0,Mobile,Linux,Moderate,Hindi,Ad Campaign,2021-11-01,2025-06-26,No,Free,Yes,380.0,No,418.0,58.98,3.0,Mid-tier
U103249,Cody,Jones,tvasquez@example.com,Brazil,Moorestad,61.0,Non-Binary,Married,High School,Student,Logistics,16.0,112184.0,Mobile,macOS,Moderate,Hindi,Email,2023-11-22,2025-06-17,Yes,Enterprise,Yes,367.0,No,392.0,25.64,3.0,Mid-tier
U103251,Carl,Perkins,kaitlyn55@example.net,Germany,West Adamville,62.0,Non-Binary,Widowed,Master,Self-Employed,Healthcare,7.0,125971.0,Tablet,iOS,Heavy,Mandarin,Email,2020-11-04,2025-06-26,Yes,Basic,No,400.0,No,296.0,32.92,5.0,Premium
U103256,Natalie,Wilson,crawfordstephanie@example.net,Australia,Ericchester,60.0,Non-Binary,Married,Bachelor,Student,Manufacturing,12.0,121786.0,Mobile,Windows,Heavy,Spanish,Referral,2024-03-31,2025-06-02,Yes,Enterprise,Yes,601.0,No,9.0,61.14,1.0,Premium
U103260,Matthew,Lee,shunt@example.net,Nigeria,Lake Stevenburgh,50.0,Female,Widowed,PhD,Self-Employed,Finance,24.0,160598.0,Tablet,Windows,Heavy,Spanish,Social Media,2022-12-29,2025-06-17,Yes,Basic,No,552.0,No,123.0,9.68,4.0,Budget
U103271,Joseph,Hill,sylviamendoza@example.com,Brazil,Lake Carriechester,65.0,Female,Divorced,Bachelor,Unemployed,Finance,10.0,162475.0,Desktop,Android,Heavy,Hindi,Referral,2021-12-24,2025-05-29,No,Basic,Yes,306.0,No,451.0,48.21,4.0,Premium
U103274,Gerald,Lee,michellewilliams@example.com,Australia,Reynoldsview,59.0,Male,Single,Diploma,Unemployed,Manufacturing,6.0,127251.0,Tablet,macOS,Light,English,Email,2024-03-30,2025-06-12,No,Free,No,587.0,Yes,365.0,82.99,3.0,Mid-tier
U103278,Sara,Winters,jason21@example.org,Nigeria,Deckerchester,54.0,Female,Divorced,Master,Employed,Education,0.0,193193.0,Desktop,iOS,Light,Hindi,Social Media,2022-02-09,2025-06-17,No,Enterprise,No,666.0,No,320.0,43.17,2.0,Mid-tier
U103285,Troy,Herrera,raymondsmith@example.com,Egypt,Tammymouth,54.0,Female,Divorced,PhD,Employed,Manufacturing,26.0,142227.0,Desktop,Windows,Light,Hindi,Referral,2021-07-06,2025-06-23,Yes,Free,Yes,544.0,Yes,159.0,41.7,1.0,Budget
U103293,John,Sellers,hendersonryan@example.net,South Korea,Port Alexiston,58.0,Non-Binary,Divorced,Diploma,Student,Manufacturing,27.0,101352.0,Tablet,iOS,Heavy,English,Ad Campaign,2021-04-26,2025-06-08,No,Free,No,721.0,Yes,449.0,23.06,7.0,Budget
U103295,Jill,Abbott,anitalewis@example.com,France,Gainesburgh,67.0,Non-Binary,Single,Bachelor,Student,Manufacturing,15.0,172016.0,Desktop,iOS,Moderate,Mandarin,Referral,2024-01-05,2025-06-03,Yes,Premium,No,423.0,Yes,446.0,88.51,3.0,Premium
U103297,Mary,Brown,joneskimberly@example.net,Japan,West Tylerhaven,59.0,Male,Married,High School,Self-Employed,IT,35.0,189352.0,Tablet,iOS,Light,Hindi,Direct,2023-11-09,2025-06-05,Yes,Free,No,363.0,No,239.0,92.52,9.0,Mid-tier
U103300,Amanda,Lee,gbautista@example.org,France,West Pamela,50.0,Female,Widowed,Bachelor,Employed,Finance,13.0,164333.0,Mobile,iOS,Moderate,Arabic,Direct,2020-08-10,2025-06-19,No,Enterprise,Yes,618.0,Yes,464.0,95.18,3.0,Budget
U103305,Alec,Harris,phelpsjason@example.com,France,West Bradley,60.0,Female,Divorced,High School,Employed,Education,21.0,162461.0,Tablet,Linux,Heavy,French,Referral,2025-04-20,2025-06-02,No,Enterprise,Yes,659.0,Yes,160.0,43.82,5.0,Mid-tier
U103306,Thomas,David,qcoleman@example.org,Mexico,Seanside,58.0,Male,Divorced,Master,Employed,Retail,0.0,118837.0,Desktop,macOS,Heavy,English,Direct,2021-06-24,2025-06-19,No,Basic,No,430.0,No,354.0,85.53,4.0,Premium
U103307,Morgan,Duffy,benjamin33@example.com,Mexico,East Jaclyn,56.0,Non-Binary,Married,Bachelor,Self-Employed,Retail,4.0,155785.0,Mobile,Windows,Moderate,Arabic,Referral,2021-12-21,2025-06-22,No,Free,No,685.0,No,213.0,94.63,2.0,Budget
U103309,Anthony,Arnold,andrewperry@example.org,Brazil,Heatherbury,66.0,Male,Divorced,Diploma,Self-Employed,Manufacturing,18.0,165925.0,Tablet,iOS,Moderate,Hindi,Ad Campaign,2022-12-05,2025-06-11,Yes,Basic,Yes,594.0,Yes,234.0,97.29,1.0,Premium
U103311,Paul,Diaz,emilywest@example.net,Brazil,Burkehaven,51.0,Female,Married,Diploma,Employed,Education,5.0,134021.0,Mobile,iOS,Moderate,Arabic,Ad Campaign,2021-02-17,2025-06-17,No,Premium,Yes,744.0,Yes,323.0,23.28,9.0,Budget
U103315,Elizabeth,Smith,edwardsbrittany@example.com,Egypt,Terryhaven,51.0,Female,Single,Diploma,Employed,Finance,23.0,196081.0,Tablet,Linux,Heavy,Hindi,Ad Campaign,2021-01-29,2025-06-18,No,Basic,Yes,564.0,Yes,34.0,77.28,5.0,Premium
U103327,Ashley,Wilson,msullivan@example.net,Brazil,New Theresa,65.0,Male,Divorced,Master,Self-Employed,Healthcare,39.0,148789.0,Desktop,Windows,Moderate,Arabic,Ad Campaign,2025-03-18,2025-06-12,No,Enterprise,Yes,753.0,No,271.0,89.35,5.0,Mid-tier
U103328,Stanley,Thomas,jtanner@example.com,Egypt,New Sylviaside,68.0,Non-Binary,Divorced,Diploma,Employed,Retail,0.0,116696.0,Mobile,Linux,Heavy,Spanish,Referral,2024-09-04,2025-06-12,Yes,Enterprise,Yes,441.0,No,126.0,76.73,9.0,Mid-tier
U103329,Justin,Larsen,alexanderdouglas@example.net,Egypt,Bakerview,56.0,Male,Single,PhD,Student,Healthcare,29.0,170610.0,Desktop,macOS,Heavy,English,Ad Campaign,2020-08-23,2025-06-05,Yes,Enterprise,Yes,348.0,No,247.0,36.77,4.0,Mid-tier
U103335,Kevin,Miles,jedwards@example.org,USA,Nancybury,55.0,Male,Married,PhD,Student,Logistics,4.0,173296.0,Tablet,Android,Heavy,Mandarin,Email,2025-06-17,2025-05-31,Yes,Enterprise,Yes,604.0,No,448.0,58.5,8.0,Budget
U103339,Felicia,Moreno,duranjohn@example.net,UK,Michaelside,66.0,Female,Single,Master,Self-Employed,Education,3.0,115958.0,Tablet,macOS,Moderate,Mandarin,Ad Campaign,2022-07-04,2025-05-30,Yes,Premium,No,358.0,No,216.0,55.35,4.0,Budget
U103354,Michael,Johnson,jason32@example.org,South Korea,West Rebecca,69.0,Non-Binary,Divorced,PhD,Student,IT,21.0,102994.0,Tablet,iOS,Heavy,English,Direct,2022-06-15,2025-06-24,Yes,Enterprise,Yes,614.0,Yes,276.0,3.09,5.0,Premium
U103359,Robert,Duncan,xkelley@example.org,India,South Juan,57.0,Non-Binary,Married,Diploma,Unemployed,Retail,1.0,192089.0,Tablet,macOS,Heavy,Mandarin,Email,2021-02-01,2025-06-12,Yes,Basic,Yes,735.0,Yes,326.0,68.3,9.0,Premium
U103362,Brittany,Luna,melissa76@example.org,Australia,Davidport,66.0,Female,Married,Bachelor,Student,Healthcare,19.0,132679.0,Tablet,iOS,Moderate,Portuguese,Social Media,2024-11-04,2025-06-09,Yes,Basic,No,585.0,Yes,53.0,33.26,1.0,Mid-tier
U103367,Raymond,Rios,curtis32@example.com,USA,Ryanfort,61.0,Male,Widowed,High School,Unemployed,Finance,35.0,167906.0,Mobile,Windows,Moderate,French,Direct,2023-02-18,2025-06-11,No,Premium,No,593.0,Yes,349.0,77.42,5.0,Premium
U103368,Tammy,Montgomery,andrea54@example.org,Canada,Franklinville,50.0,Non-Binary,Divorced,Master,Self-Employed,Healthcare,7.0,177397.0,Mobile,iOS,Light,Arabic,Social Media,2021-07-05,2025-05-29,Yes,Free,Yes,644.0,No,108.0,38.8,9.0,Budget
U103370,Angel,Nelson,michael86@example.org,Mexico,Jackstad,69.0,Female,Widowed,High School,Self-Employed,Education,15.0,103410.0,Desktop,Android,Heavy,Spanish,Direct,2025-04-17,2025-06-17,Yes,Basic,Yes,354.0,Yes,330.0,3.56,7.0,Mid-tier
U103371,Douglas,Flowers,jeffrey64@example.net,Nigeria,New Joshuaview,52.0,Male,Widowed,Diploma,Employed,IT,2.0,173044.0,Tablet,Windows,Light,English,Email,2023-06-07,2025-06-03,Yes,Enterprise,Yes,741.0,No,480.0,41.4,9.0,Budget
U103377,Charles,Montoya,millercameron@example.com,Australia,Keithshire,67.0,Female,Widowed,Master,Self-Employed,Finance,6.0,166474.0,Desktop,iOS,Light,Arabic,Ad Campaign,2024-06-11,2025-06-10,No,Basic,Yes,717.0,No,303.0,62.43,6.0,Premium
U103378,Cynthia,Arnold,kevin58@example.com,Russia,Grayhaven,60.0,Non-Binary,Divorced,High School,Student,Finance,23.0,183329.0,Desktop,Windows,Light,Hindi,Social Media,2023-03-05,2025-06-13,Yes,Basic,No,348.0,No,441.0,88.57,5.0,Premium
U103394,Ashley,Fleming,codycantrell@example.com,India,Wilsonview,64.0,Male,Single,Bachelor,Student,Healthcare,31.0,186242.0,Mobile,macOS,Heavy,Mandarin,Social Media,2021-12-08,2025-06-05,No,Free,No,606.0,No,225.0,48.27,8.0,Mid-tier
U103396,Bryan,Campos,dylan31@example.com,Egypt,Hensonview,65.0,Male,Married,High School,Student,Retail,9.0,174447.0,Mobile,iOS,Heavy,Portuguese,Social Media,2024-11-05,2025-06-01,Yes,Premium,No,595.0,Yes,484.0,7.53,1.0,Mid-tier
U103397,Susan,Ray,patriciamiller@example.net,USA,West Rachel,63.0,Male,Divorced,High School,Employed,Healthcare,13.0,143396.0,Tablet,iOS,Heavy,French,Social Media,2022-03-12,2025-06-11,Yes,Free,Yes,751.0,No,194.0,46.48,9.0,Premium
U103400,Connie,Martinez,edwardwalton@example.org,France,West Michael,59.0,Non-Binary,Widowed,Diploma,Self-Employed,IT,33.0,105094.0,Desktop,Android,Heavy,Hindi,Referral,2023-03-05,2025-06-17,Yes,Enterprise,Yes,759.0,No,312.0,1.97,1.0,Budget
U103419,Gregory,Booker,lesterkrystal@example.net,Egypt,South Cristianbury,54.0,Female,Widowed,High School,Unemployed,Manufacturing,22.0,192185.0,Mobile,iOS,Light,Mandarin,Social Media,2024-01-19,2025-06-25,Yes,Enterprise,No,610.0,Yes,344.0,48.74,3.0,Mid-tier
U103420,Cody,Stewart,ljohnson@example.org,Nigeria,Estradamouth,49.0,Female,Widowed,Bachelor,Student,Finance,34.0,153677.0,Mobile,Linux,Light,Spanish,Direct,2022-07-16,2025-06-14,No,Basic,Yes,739.0,Yes,391.0,14.48,4.0,Mid-tier
U103421,Dawn,Willis,reyeseric@example.com,Germany,Smithbury,65.0,Non-Binary,Single,High School,Employed,Manufacturing,5.0,114603.0,Tablet,macOS,Heavy,Hindi,Ad Campaign,2025-01-18,2025-06-08,No,Enterprise,No,756.0,Yes,296.0,79.15,6.0,Budget
U103423,Mary,Blackwell,norman64@example.net,Mexico,East Brittany,54.0,Male,Single,Master,Employed,Manufacturing,20.0,170829.0,Tablet,iOS,Moderate,Portuguese,Social Media,2024-11-25,2025-05-30,No,Free,Yes,424.0,Yes,314.0,32.16,2.0,Premium
U103429,Ryan,Rodriguez,handerson@example.com,India,New Daniellefort,49.0,Male,Divorced,PhD,Self-Employed,Logistics,4.0,147911.0,Desktop,iOS,Moderate,Mandarin,Direct,2024-02-11,2025-06-19,No,Enterprise,No,601.0,No,307.0,33.92,9.0,Budget
U103433,Melissa,Kirk,phall@example.net,USA,New Brianstad,63.0,Male,Widowed,High School,Unemployed,Healthcare,14.0,103038.0,Tablet,Windows,Heavy,English,Referral,2023-04-12,2025-06-21,No,Enterprise,Yes,348.0,Yes,265.0,27.03,5.0,Mid-tier
U103436,Joshua,Kelley,jacobwalton@example.org,Japan,Andrewfurt,62.0,Non-Binary,Divorced,PhD,Unemployed,Manufacturing,25.0,149012.0,Tablet,Android,Heavy,Hindi,Referral,2025-01-31,2025-06-22,Yes,Free,Yes,732.0,Yes,382.0,52.07,9.0,Mid-tier
U103440,Krystal,Golden,treese@example.net,Australia,North Monicastad,51.0,Male,Widowed,High School,Unemployed,Retail,2.0,190884.0,Tablet,Android,Heavy,Mandarin,Direct,2024-02-13,2025-06-19,No,Basic,Yes,798.0,No,227.0,68.94,3.0,Budget
U103444,David,Evans,ericleblanc@example.org,China,Bryanhaven,48.0,Male,Single,Bachelor,Student,Retail,22.0,137026.0,Mobile,iOS,Moderate,English,Referral,2020-12-06,2025-05-29,Yes,Free,No,528.0,Yes,216.0,68.99,1.0,Budget
U103449,Ronald,Thompson,clarkelizabeth@example.net,Egypt,North James,50.0,Female,Single,High School,Self-Employed,Manufacturing,33.0,158587.0,Mobile,iOS,Moderate,English,Email,2024-11-16,2025-06-26,Yes,Basic,Yes,513.0,Yes,306.0,19.59,3.0,Mid-tier
U103456,David,Edwards,glane@example.org,Japan,Powellstad,52.0,Non-Binary,Widowed,PhD,Employed,Manufacturing,4.0,144672.0,Desktop,Android,Light,Mandarin,Ad Campaign,2021-02-01,2025-06-20,Yes,Free,No,588.0,No,200.0,89.34,8.0,Budget
U103458,Aaron,Simon,miguelclay@example.com,Germany,Karinaburgh,46.0,Non-Binary,Widowed,Diploma,Self-Employed,Manufacturing,9.0,164099.0,Mobile,Android,Light,English,Email,2022-01-26,2025-06-07,Yes,Basic,No,608.0,Yes,486.0,75.41,6.0,Mid-tier
U103460,Jose,Lopez,lee61@example.com,Mexico,New Christophertown,69.0,Male,Single,High School,Unemployed,Logistics,20.0,174120.0,Desktop,Android,Moderate,Mandarin,Social Media,2024-02-14,2025-06-04,Yes,Enterprise,No,803.0,No,80.0,81.67,1.0,Budget
U103461,Cynthia,Stanley,zanderson@example.org,Brazil,Chaveztown,55.0,Female,Married,Diploma,Student,Logistics,12.0,176444.0,Mobile,Android,Light,Hindi,Direct,2023-10-15,2025-06-03,Yes,Free,Yes,826.0,No,309.0,31.64,1.0,Mid-tier
U103468,James,Bauer,imeyer@example.com,Germany,New Brandon,64.0,Non-Binary,Married,PhD,Student,Logistics,34.0,123541.0,Mobile,Android,Moderate,Spanish,Direct,2022-07-19,2025-06-26,No,Free,No,335.0,Yes,341.0,40.94,1.0,Premium
U103469,Edwin,Hernandez,zacharytucker@example.org,South Korea,Lake Caitlinchester,61.0,Non-Binary,Divorced,PhD,Employed,IT,38.0,117241.0,Tablet,Linux,Moderate,Arabic,Referral,2022-10-08,2025-06-11,No,Premium,Yes,497.0,Yes,189.0,96.97,7.0,Premium
U103479,Robert,Coleman,barbarajones@example.com,Canada,Kaylamouth,47.0,Male,Divorced,Diploma,Student,Retail,6.0,108759.0,Mobile,Linux,Light,Mandarin,Social Media,2021-12-22,2025-06-26,No,Premium,Yes,725.0,No,70.0,4.78,1.0,Budget
U103487,Elizabeth,Hodges,zkent@example.net,France,North Colinshire,52.0,Non-Binary,Single,High School,Self-Employed,Education,33.0,104261.0,Tablet,macOS,Moderate,Mandarin,Referral,2025-05-25,2025-06-25,No,Basic,Yes,713.0,No,498.0,81.25,4.0,Mid-tier
U103488,Sylvia,Graham,lynchjason@example.org,India,Barrettville,69.0,Non-Binary,Widowed,PhD,Employed,Retail,16.0,111714.0,Mobile,macOS,Moderate,Arabic,Referral,2024-08-18,2025-06-11,No,Free,Yes,701.0,Yes,318.0,6.27,6.0,Premium
U103489,Elizabeth,Hansen,browntara@example.org,Japan,Richardsonport,51.0,Female,Married,Diploma,Self-Employed,Healthcare,13.0,199286.0,Mobile,macOS,Heavy,Hindi,Social Media,2023-01-04,2025-06-26,No,Premium,Yes,472.0,Yes,69.0,21.48,6.0,Premium
U103490,Angela,Rivas,mbuckley@example.net,Canada,Perrymouth,58.0,Male,Widowed,PhD,Self-Employed,Finance,24.0,186637.0,Mobile,Android,Heavy,Arabic,Social Media,2022-02-15,2025-06-12,No,Free,No,382.0,Yes,86.0,93.89,4.0,Mid-tier
U103491,Patrick,Sweeney,joe04@example.com,France,East Ryan,68.0,Non-Binary,Widowed,PhD,Student,Manufacturing,26.0,116048.0,Tablet,Android,Moderate,English,Email,2021-11-21,2025-06-02,Yes,Free,No,621.0,No,57.0,73.99,5.0,Budget
U103492,Joshua,Patel,hedwards@example.org,Nigeria,Hardystad,64.0,Female,Single,Master,Self-Employed,Healthcare,7.0,194954.0,Mobile,macOS,Moderate,Hindi,Email,2022-02-20,2025-06-19,No,Free,No,645.0,No,112.0,83.44,6.0,Premium
U103496,Yolanda,Johnson,ychambers@example.org,Japan,Ryanview,65.0,Non-Binary,Divorced,PhD,Unemployed,IT,37.0,168068.0,Desktop,iOS,Heavy,Hindi,Email,2022-08-02,2025-06-18,Yes,Free,No,641.0,Yes,153.0,47.29,6.0,Budget
U103500,Alicia,Martinez,briley@example.net,India,East Lindsayside,61.0,Male,Single,Bachelor,Unemployed,Retail,36.0,185012.0,Mobile,macOS,Light,English,Email,2023-02-20,2025-05-29,No,Premium,Yes,408.0,Yes,363.0,52.94,1.0,Mid-tier
U103502,Karen,Castillo,abarnes@example.com,UK,Claireburgh,47.0,Male,Married,Master,Employed,Finance,14.0,190347.0,Mobile,iOS,Moderate,Portuguese,Email,2024-10-14,2025-06-13,No,Enterprise,No,315.0,No,360.0,59.08,1.0,Mid-tier
U103506,Michelle,Miller,hflores@example.net,India,Ewingbury,50.0,Male,Married,Diploma,Unemployed,IT,0.0,166845.0,Mobile,Linux,Heavy,French,Email,2020-10-27,2025-06-25,Yes,Basic,Yes,701.0,No,392.0,13.1,8.0,Mid-tier
U103509,Nicholas,Miller,cmason@example.net,Nigeria,Spencerborough,51.0,Male,Single,High School,Employed,Healthcare,28.0,114036.0,Mobile,iOS,Moderate,Hindi,Direct,2024-11-29,2025-06-20,Yes,Premium,Yes,753.0,No,114.0,34.15,8.0,Premium
U103511,Lisa,Norton,cookpatricia@example.com,Germany,West Michaelville,52.0,Non-Binary,Divorced,Diploma,Self-Employed,Logistics,7.0,166135.0,Desktop,macOS,Light,Hindi,Email,2022-09-17,2025-06-04,Yes,Basic,No,749.0,Yes,492.0,84.0,5.0,Premium
U103514,James,Jordan,robertlong@example.org,Australia,Brianberg,64.0,Female,Single,PhD,Self-Employed,Retail,15.0,197651.0,Tablet,iOS,Moderate,Portuguese,Direct,2023-10-05,2025-06-08,No,Basic,No,415.0,Yes,387.0,53.71,8.0,Mid-tier
U103515,David,Rivera,tmoore@example.net,Russia,South Meganmouth,56.0,Non-Binary,Married,High School,Student,Manufacturing,1.0,117003.0,Desktop,iOS,Heavy,English,Direct,2024-06-07,2025-06-23,No,Basic,Yes,813.0,No,289.0,26.3,8.0,Budget
U103526,Tonya,Kelly,thomasthomas@example.com,Brazil,New Karen,55.0,Female,Single,Bachelor,Self-Employed,Retail,3.0,175676.0,Tablet,Windows,Moderate,Mandarin,Email,2024-02-18,2025-06-06,No,Basic,Yes,797.0,Yes,150.0,16.18,6.0,Premium
U103529,Shelly,Thompson,wendy43@example.com,France,Morachester,52.0,Non-Binary,Married,Bachelor,Unemployed,Finance,15.0,154344.0,Mobile,iOS,Heavy,Hindi,Email,2024-09-22,2025-06-09,No,Basic,Yes,396.0,No,45.0,60.26,7.0,Mid-tier
U103530,John,Garcia,dbecker@example.net,Germany,Hansonbury,63.0,Female,Widowed,Diploma,Employed,Education,4.0,136345.0,Tablet,Android,Light,Hindi,Email,2023-03-19,2025-06-25,No,Free,No,587.0,Yes,81.0,13.64,8.0,Mid-tier
U103531,Mark,Phillips,jeffrey69@example.org,Nigeria,Barnesport,69.0,Male,Divorced,High School,Employed,Education,22.0,120210.0,Mobile,macOS,Light,Portuguese,Direct,2021-11-22,2025-06-11,No,Premium,No,568.0,No,215.0,98.8,5.0,Budget
U103533,Adam,Morales,derek74@example.org,Nigeria,Codyburgh,53.0,Non-Binary,Divorced,High School,Student,Education,31.0,190771.0,Tablet,Android,Heavy,English,Direct,2022-11-25,2025-06-04,Yes,Premium,Yes,836.0,Yes,30.0,22.41,2.0,Premium
U103536,Kathy,Banks,sabrinacarter@example.org,Brazil,South Patricia,56.0,Male,Single,High School,Unemployed,Logistics,27.0,177936.0,Desktop,Windows,Light,English,Ad Campaign,2024-09-13,2025-06-10,No,Basic,No,419.0,No,217.0,56.37,8.0,Premium
U103542,John,Bennett,anna37@example.org,Egypt,West James,68.0,Female,Single,Master,Student,Education,38.0,183748.0,Tablet,iOS,Moderate,Spanish,Social Media,2025-01-25,2025-06-16,Yes,Basic,No,309.0,Yes,366.0,47.87,6.0,Budget
U103548,Jennifer,Palmer,lisa01@example.com,Egypt,East Lauraview,51.0,Non-Binary,Widowed,PhD,Unemployed,Education,29.0,197426.0,Mobile,Linux,Light,French,Ad Campaign,2022-05-11,2025-06-18,Yes,Basic,No,300.0,No,378.0,12.68,3.0,Budget
U103549,Kristen,Howard,carlarasmussen@example.net,France,Port Rickyburgh,63.0,Non-Binary,Married,Diploma,Student,Retail,10.0,102071.0,Desktop,Windows,Heavy,English,Ad Campaign,2022-01-10,2025-06-04,Yes,Enterprise,No,667.0,Yes,305.0,5.64,7.0,Mid-tier
U103550,Ryan,Velez,dlawson@example.net,UK,Walterville,55.0,Female,Widowed,Diploma,Self-Employed,Education,21.0,152098.0,Desktop,Windows,Moderate,Portuguese,Social Media,2023-03-02,2025-06-16,Yes,Free,Yes,675.0,Yes,33.0,95.28,3.0,Premium
U103554,Erica,Murphy,robingomez@example.net,Egypt,Garciaview,52.0,Male,Divorced,High School,Employed,Logistics,23.0,153256.0,Tablet,macOS,Moderate,French,Ad Campaign,2020-12-10,2025-06-19,No,Enterprise,No,534.0,No,147.0,82.79,1.0,Premium
U103559,Lindsay,Sanders,martin58@example.org,Mexico,Johnland,66.0,Male,Divorced,High School,Student,Healthcare,38.0,174005.0,Desktop,Android,Light,Hindi,Ad Campaign,2021-07-10,2025-05-31,Yes,Enterprise,Yes,766.0,Yes,9.0,39.98,4.0,Premium
U103561,Kevin,Campbell,darrenguerra@example.com,USA,Jessicastad,57.0,Non-Binary,Single,Bachelor,Self-Employed,Logistics,28.0,175330.0,Mobile,Linux,Light,English,Direct,2022-11-05,2025-06-08,No,Premium,No,456.0,No,479.0,46.73,1.0,Budget
U103565,Ian,Byrd,arodriguez@example.net,India,East Brittany,55.0,Non-Binary,Single,Bachelor,Self-Employed,Retail,20.0,136192.0,Mobile,Android,Heavy,Spanish,Email,2025-04-28,2025-06-04,Yes,Enterprise,Yes,807.0,Yes,104.0,92.25,2.0,Premium
U103568,Jason,Lawson,colemanheather@example.net,Russia,Batesport,65.0,Female,Divorced,Diploma,Unemployed,Education,24.0,145563.0,Desktop,macOS,Heavy,Portuguese,Referral,2021-11-23,2025-06-19,Yes,Premium,No,389.0,Yes,61.0,0.85,9.0,Budget
U103584,Dwayne,Ortiz,jlynch@example.com,Nigeria,Jeffreychester,69.0,Female,Single,Bachelor,Self-Employed,Healthcare,14.0,157363.0,Mobile,Linux,Moderate,Spanish,Referral,2024-06-07,2025-06-15,Yes,Premium,Yes,528.0,No,52.0,46.15,1.0,Premium
U103586,Emily,Henson,qwolfe@example.org,Russia,North Stephanie,55.0,Female,Married,Master,Self-Employed,Logistics,6.0,177458.0,Mobile,Windows,Heavy,French,Direct,2024-08-27,2025-06-08,Yes,Enterprise,No,339.0,Yes,181.0,83.51,6.0,Budget
U103587,Kimberly,Jacobs,ekirby@example.net,Australia,Alvarezview,53.0,Non-Binary,Single,Master,Student,Logistics,25.0,131096.0,Mobile,Linux,Heavy,French,Ad Campaign,2024-03-31,2025-06-08,Yes,Premium,Yes,328.0,No,307.0,32.05,1.0,Budget
U103590,Donna,Jacobs,lamveronica@example.org,India,West Deannaton,47.0,Female,Married,Master,Unemployed,Logistics,19.0,119711.0,Mobile,Windows,Moderate,Hindi,Social Media,2021-07-16,2025-06-02,No,Enterprise,No,587.0,No,48.0,87.48,6.0,Premium
